id,area,severity,title,affected_file,affected_symbol,finding_tags,source_log,issue_file,summary,proposed_patch
36,core,High,"read_dataset(...): reads `ndims` but unconditionally indexes `dims[0..2]` when constructing the 3D table (`src/turbulence/TurbDataReader.cpp:27-30`, `:49`)",src/turbulence/TurbDataReader.cpp,read_dataset(...),robustness,audit/src-audit-log.md:533,audit/issues/core/036-read-dataset-turbdatareader-cpp.md,"reads `ndims` but unconditionally indexes `dims[0..2]` when constructing the 3D table (`src/turbulence/TurbDataReader.cpp:27-30`, `:49`). Malformed/non-3D datasets can trigger out-of-bounds access.","Replace fixed indices/loop bounds with container-size-aware logic (`AMREX_SPACEDIM` / `.size()`), and add assertions in debug builds to catch future regressions."
37,core,Medium,computeRms(...): divides by `N` without guarding `N == 0` (`src/turbulence/TurbDataReader.cpp:117`),src/turbulence/TurbDataReader.cpp,computeRms(...),robustness,audit/src-audit-log.md:536,audit/issues/core/037-computerms-turbdatareader-cpp.md,divides by `N` without guarding `N == 0` (`src/turbulence/TurbDataReader.cpp:117`). Empty turbulence tables yield invalid RMS (`nan`/`inf`).,"Add explicit runtime guards for zero/non-finite/invalid inputs before the division or square-root path, and choose a deterministic fallback (early return, clamp, or hard abort) consistent with surrounding code."
38,core,High,quokka::turbulence::turbulentDriving<problem_t>::applyDriving(...): computes and stores `updated` (`src/turbulence/TurbulentDriving.hpp:58`) but always returns `true` (`:98`),src/turbulence/TurbulentDriving.hpp,quokka::turbulence::turbulentDriving<problem_t>::applyDriving(...),correctness/API,audit/src-audit-log.md:541,audit/issues/core/038-quokka-turbulence-turbulentdriving-problem-t-applydriving-turbulentd.md,computes and stores `updated` (`src/turbulence/TurbulentDriving.hpp:58`) but always returns `true` (`:98`). The return value does not reflect whether the driving field was actually updated/applied.,Return the actual `updated` flag (or equivalent apply-result) so callers can distinguish no-op timesteps from applied turbulence forcing.
39,core,Medium,"quokka::turbulence::turbulentDriving<problem_t>::applyDriving(...): kernel computes velocity and energy increments using division by cell density (`src/turbulence/TurbulentDriving.hpp:81`, `:86`, `:90`) without guarding `rho <= 0`",src/turbulence/TurbulentDriving.hpp,quokka::turbulence::turbulentDriving<problem_t>::applyDriving(...),robustness,audit/src-audit-log.md:542,audit/issues/core/039-quokka-turbulence-turbulentdriving-problem-t-applydriving-turbulentd.md,"kernel computes velocity and energy increments using division by cell density (`src/turbulence/TurbulentDriving.hpp:81`, `:86`, `:90`) without guarding `rho <= 0`.","Add explicit runtime guards for zero/non-finite/invalid inputs before the division or square-root path, and choose a deterministic fallback (early return, clamp, or hard abort) consistent with surrounding code."
40,core,Medium,quokka::turbulence::calculate_dispersion<problem_t>(...): particle-free/zero-mass states are not guarded; reductions divide by `total_rho` (`src/turbulence/TurbulentDriving.hpp:143-150`) and can produce `nan`/`inf`,src/turbulence/TurbulentDriving.hpp,quokka::turbulence::calculate_dispersion<problem_t>(...),robustness,audit/src-audit-log.md:543,audit/issues/core/040-quokka-turbulence-calculate-dispersion-problem-t-turbulentdriving-hp.md,particle-free/zero-mass states are not guarded; reductions divide by `total_rho` (`src/turbulence/TurbulentDriving.hpp:143-150`) and can produce `nan`/`inf`.,"Apply a targeted fix at the cited location, then add a regression/unit test that exercises the failing code path and confirms the corrected behavior."
41,core,High,"particle_io::saveParticleDataToTxtFile<ContainerType>(...): gathers `particle_ids` (`src/particles/particle_IO.hpp:376`) but never writes them, and integer-component output starts at index `1` (`src/particles/particle_IO.hpp:398`) instead of `0`",src/particles/particle_IO.hpp,particle_io::saveParticleDataToTxtFile<ContainerType>(...),correctness/output,audit/src-audit-log.md:562,audit/issues/core/041-particle-io-saveparticledatatotxtfile-containertype-particle-io-hpp.md,"gathers `particle_ids` (`src/particles/particle_IO.hpp:376`) but never writes them, and integer-component output starts at index `1` (`src/particles/particle_IO.hpp:398`) instead of `0`. This silently drops the first user integer component (and all integer data when `NInt == 1`).",Write the gathered particle IDs to the output stream and start integer-component serialization at index `0` so the first user integer component is preserved.
42,core,Medium,"SinkAccretionUtils::compute_Mdot_and_r_K<problem_t>(...): computes `rho_infty = sum_rho / n_cells`, `vx_grid = sum_px / sum_rho`, and `cs_infty = sum_cs / sum_rho` (`src/particles/particle_accretion.hpp:95-103`) before guarding zero counts/mass",src/particles/particle_accretion.hpp,SinkAccretionUtils::compute_Mdot_and_r_K<problem_t>(...),robustness,audit/src-audit-log.md:568,audit/issues/core/042-sinkaccretionutils-compute-mdot-and-r-k-problem-t-particle-accretion.md,"computes `rho_infty = sum_rho / n_cells`, `vx_grid = sum_px / sum_rho`, and `cs_infty = sum_cs / sum_rho` (`src/particles/particle_accretion.hpp:95-103`) before guarding zero counts/mass. Pathological empty/zero-density stencils can produce `inf`/`nan`.","Apply a targeted fix at the cited location, then add a regression/unit test that exercises the failing code path and confirms the corrected behavior."
43,core,Medium,SinkAccretionUtils::ComputeAccretionRateInBox<...>(...): relative accretion rate uses `,src/particles/particle_accretion.hpp,SinkAccretionUtils::ComputeAccretionRateInBox<...>(...),robustness,audit/src-audit-log.md:570,audit/issues/core/043-sinkaccretionutils-computeaccretionrateinbox-particle-accretion-hpp.md,"relative accretion rate uses `... / (vol * rho)` (`src/particles/particle_accretion.hpp:235-239`) without a runtime guard on `rho > 0` beyond an `AMREX_ASSERT`, so release builds can emit invalid rates if zero-density cells appear.","Apply a targeted fix at the cited location, then add a regression/unit test that exercises the failing code path and confirms the corrected behavior."
44,core,High,"SinkAccretionUtils::ComputeScaleDown<problem_t>(...): Jeans-density limiter branch is guarded by `if (accretion_rate_cell > std::numeric_limits<double>::min())` (`src/particles/particle_accretion.hpp:289`), but accretion-zone rates are accumulated as non-positive values (`src/particles/particle_accretion.hpp:237-239`)",src/particles/particle_accretion.hpp,SinkAccretionUtils::ComputeScaleDown<problem_t>(...),correctness,audit/src-audit-log.md:571,audit/issues/core/044-sinkaccretionutils-computescaledown-problem-t-particle-accretion-hpp.md,"Jeans-density limiter branch is guarded by `if (accretion_rate_cell > std::numeric_limits<double>::min())` (`src/particles/particle_accretion.hpp:289`), but accretion-zone rates are accumulated as non-positive values (`src/particles/particle_accretion.hpp:237-239`). The intended limiter branch is effectively skipped.","Apply a targeted fix at the cited location, then add a regression/unit test that exercises the failing code path and confirms the corrected behavior."
45,core,Medium,SinkAccretionUtils::UpdateParticleMassAndMomentumInBox<...>(...): accumulates cell velocities via `mom/rho` (`src/particles/particle_accretion.hpp:415-418`) without a non-assert guard for `rho <= 0`,src/particles/particle_accretion.hpp,SinkAccretionUtils::UpdateParticleMassAndMomentumInBox<...>(...),robustness,audit/src-audit-log.md:572,audit/issues/core/045-sinkaccretionutils-updateparticlemassandmomentuminbox-particle-accre.md,accumulates cell velocities via `mom/rho` (`src/particles/particle_accretion.hpp:415-418`) without a non-assert guard for `rho <= 0`.,"Add explicit runtime guards for zero/non-finite/invalid inputs before the division or square-root path, and choose a deterministic fallback (early return, clamp, or hard abort) consistent with surrounding code."
46,core,High,"ParticleCreationTraits<ParticleType::StochasticStellarPop>::ParticleCreator<problem_t>::operator()(...): computes `num_low = ceil(mass_low_mass_star / low_mass_composite_max_mass_)` unconditionally (`src/particles/particle_creation.hpp:499`), but the checker explicitly treats `low_mass_composite_max_mass_ <= 0` as “no splitting” (`src/particles/particle_creation.hpp:444-446`)",src/particles/particle_creation.hpp,ParticleCreationTraits<ParticleType::StochasticStellarPop>::ParticleCreator<problem_t>::operator()(...),robustness/correctness,audit/src-audit-log.md:586,audit/issues/core/046-particlecreationtraits-particletype-stochasticstellarpop-particlecre.md,"computes `num_low = ceil(mass_low_mass_star / low_mass_composite_max_mass_)` unconditionally (`src/particles/particle_creation.hpp:499`), but the checker explicitly treats `low_mass_composite_max_mass_ <= 0` as “no splitting” (`src/particles/particle_creation.hpp:444-446`). Non-positive `low_mass_composite_max_mass` can therefore trigger division by zero/invalid `num_low` in the creator path.","Apply a targeted fix at the cited location, then add a regression/unit test that exercises the failing code path and confirms the corrected behavior."
47,core,Medium,"AdvectionSimulation::computeMaxSignalLocal(int): uses `state_old_cc_[level]` (`src/linear_advection/AdvectionSimulation.hpp:134`) instead of the current state (`state_new_cc_`) when computing CFL speeds, unlike `QuokkaSimulation`",src/linear_advection/AdvectionSimulation.hpp,AdvectionSimulation::computeMaxSignalLocal(int),none,audit/src-audit-log.md:623,audit/issues/core/047-advectionsimulation-computemaxsignallocal-int-advectionsimulation-hp.md,"uses `state_old_cc_[level]` (`src/linear_advection/AdvectionSimulation.hpp:134`) instead of the current state (`state_new_cc_`) when computing CFL speeds, unlike `QuokkaSimulation`. This can make the timestep estimate use stale data.","Apply a targeted fix at the cited location, then add a regression/unit test that exercises the failing code path and confirms the corrected behavior."
48,core,Medium,AdvectionSimulation::computeAfterEvolve(...): computes `rel_error = err_norm / sol_norm` without guarding `sol_norm == 0` (`src/linear_advection/AdvectionSimulation.hpp:283`),src/linear_advection/AdvectionSimulation.hpp,AdvectionSimulation::computeAfterEvolve(...),robustness,audit/src-audit-log.md:628,audit/issues/core/048-advectionsimulation-computeafterevolve-advectionsimulation-hpp.md,computes `rel_error = err_norm / sol_norm` without guarding `sol_norm == 0` (`src/linear_advection/AdvectionSimulation.hpp:283`). Degenerate zero-reference solutions can produce `inf`/`nan` error norms.,"Add explicit runtime guards for zero/non-finite/invalid inputs before the division or square-root path, and choose a deterministic fallback (early return, clamp, or hard abort) consistent with surrounding code."
49,core,Medium,DiagBase::prepare(...): gated by `if (first_time)` (`src/io/DiagBase.cpp:38`) but never sets `first_time = false`,src/io/DiagBase.cpp,DiagBase::prepare(...),none,audit/src-audit-log.md:643,audit/issues/core/049-diagbase-prepare-diagbase-cpp.md,"gated by `if (first_time)` (`src/io/DiagBase.cpp:38`) but never sets `first_time = false`. As a result, the one-time filter-device setup path re-runs on every `prepare()` call (and base-class users like `DiagPlotfile`/`DiagParticleTxt` rely on this method directly).","Apply a targeted fix at the cited location, then add a regression/unit test that exercises the failing code path and confirms the corrected behavior."
50,core,Medium,"DiagParticleTxt::processDiag<problem_t>(...): header comment/member comment say empty `m_particleTypes` means ""all"" (`src/io/DiagParticleTxt.H:30`), and `init()` prints ""Including all particle types"" when none are specified; but `processDiag()` skips output when the list is empty (`src/io/DiagParticleTxt.H:55-60`)",src/io/DiagParticleTxt.H,DiagParticleTxt::processDiag<problem_t>(...),none,audit/src-audit-log.md:673,audit/issues/core/050-diagparticletxt-processdiag-problem-t-diagparticletxt-h.md,"header comment/member comment say empty `m_particleTypes` means ""all"" (`src/io/DiagParticleTxt.H:30`), and `init()` prints ""Including all particle types"" when none are specified; but `processDiag()` skips output when the list is empty (`src/io/DiagParticleTxt.H:55-60`). Default configuration therefore emits no particle diagnostic.","Apply a targeted fix at the cited location, then add a regression/unit test that exercises the failing code path and confirms the corrected behavior."
51,core,Low,"DiagPlotfile::processDiag<problem_t>(...): when `QUOKKA_USE_OPENPMD` is enabled and `field_names` filtering is requested, the OpenPMD path writes the unfiltered `varnames` + `mf_cc_ptr` (`src/io/DiagPlotfile.H:127`) instead of `varnames_out` + `mf_cc_out_ptr` used by the AMReX plotfile path (`src/io/DiagPlotfile.H:136`)",src/io/DiagPlotfile.H,DiagPlotfile::processDiag<problem_t>(...),conditional,audit/src-audit-log.md:684,audit/issues/core/051-diagplotfile-processdiag-problem-t-diagplotfile-h.md,"when `QUOKKA_USE_OPENPMD` is enabled and `field_names` filtering is requested, the OpenPMD path writes the unfiltered `varnames` + `mf_cc_ptr` (`src/io/DiagPlotfile.H:127`) instead of `varnames_out` + `mf_cc_out_ptr` used by the AMReX plotfile path (`src/io/DiagPlotfile.H:136`). `field_names` is silently ignored for OpenPMD output.","Apply a targeted fix at the cited location, then add a regression/unit test that exercises the failing code path and confirms the corrected behavior."
52,core,Low,DiagFramePlane::init(...): filter-warning condition is reversed,src/io/DiagFramePlane.cpp,DiagFramePlane::init(...),low,audit/src-audit-log.md:702,audit/issues/core/052-diagframeplane-init-diagframeplane-cpp.md,"filter-warning condition is reversed. It prints ""filters ... will be discarded"" only when `m_filters.empty()` (`src/io/DiagFramePlane.cpp:47`), and does not clear filters when they are actually present. Users specifying filters get no warning despite filters being unsupported here.","Apply a targeted fix at the cited location, then add a regression/unit test that exercises the failing code path and confirms the corrected behavior."
53,core,Medium,strided_vector_from(...): no validation for `stride <= 0` (`src/util/ArrayUtil.hpp:16`),src/util/ArrayUtil.hpp,strided_vector_from(...),robustness,audit/src-audit-log.md:750,audit/issues/core/053-strided-vector-from-arrayutil-hpp.md,no validation for `stride <= 0` (`src/util/ArrayUtil.hpp:16`). A zero stride causes an infinite loop; a negative stride underflows the unsigned loop index progression.,"Apply a targeted fix at the cited location, then add a regression/unit test that exercises the failing code path and confirms the corrected behavior."
54,core,Medium,"quokka::DataTableGpuConst<Ndim,Nout,oob_policy>::find_interpolation_data(...): assumes at least 2 points per dimension by forcing `indices = sizes-2` at the upper edge (`src/util/DataTable.hpp:123-126`) and dividing by `dcoord[dim]` (`src/util/DataTable.hpp:130-131`)",src/util/DataTable.hpp,"quokka::DataTableGpuConst<Ndim,Nout,oob_policy>::find_interpolation_data(...)",robustness,audit/src-audit-log.md:794,audit/issues/core/054-quokka-datatablegpuconst-ndim-nout-oob-policy-find-interpolation-dat.md,"assumes at least 2 points per dimension by forcing `indices = sizes-2` at the upper edge (`src/util/DataTable.hpp:123-126`) and dividing by `dcoord[dim]` (`src/util/DataTable.hpp:130-131`). If any dimension size is 1, this produces invalid indices/divide-by-zero.","Apply a targeted fix at the cited location, then add a regression/unit test that exercises the failing code path and confirms the corrected behavior."
55,core,Medium,quokka::DataTable<...>::initialize_common(...): validates only `sizes_[dim] > 0` (`src/util/DataTable.hpp:721`) but later computes `dcoord_[dim] =,src/util/DataTable.hpp,quokka::DataTable<...>::initialize_common(...),robustness,audit/src-audit-log.md:797,audit/issues/core/055-quokka-datatable-initialize-common-datatable-hpp.md,validates only `sizes_[dim] > 0` (`src/util/DataTable.hpp:721`) but later computes `dcoord_[dim] = ... / (sizes_[dim]-1)` (`src/util/DataTable.hpp:763`). `size==1` tables are accepted but create zero-division/invalid interpolation state.,"Apply a targeted fix at the cited location, then add a regression/unit test that exercises the failing code path and confirms the corrected behavior."
56,core,High,"matplotlibcpp::get_array(const std::vector<Numeric>&): in the NumPy path for unsupported element types (`NPY_NOTYPE`), it builds a local temporary `std::vector<double> vd` and returns `PyArray_SimpleNewFromData(..., vd.data())` (`src/util/matplotlibcpp.h:316-320`)",src/util/matplotlibcpp.h,matplotlibcpp::get_array(const std::vector<Numeric>&),none,audit/src-audit-log.md:808,audit/issues/core/056-matplotlibcpp-get-array-const-std-vector-numeric-matplotlibcpp-h.md,"in the NumPy path for unsupported element types (`NPY_NOTYPE`), it builds a local temporary `std::vector<double> vd` and returns `PyArray_SimpleNewFromData(..., vd.data())` (`src/util/matplotlibcpp.h:316-320`). The returned NumPy array then points to freed stack storage after the function returns (dangling pointer / use-after-free).","Apply a targeted fix at the cited location, then add a regression/unit test that exercises the failing code path and confirms the corrected behavior."
57,core,Medium,"matplotlibcpp::xlim(): dereferences `res` via `PyTuple_GetItem(res, ...)` before checking whether the Python call failed (`src/util/matplotlibcpp.h:1305-1314`), which can segfault on error",src/util/matplotlibcpp.h,matplotlibcpp::xlim(),robustness/leak,audit/src-audit-log.md:814,audit/issues/core/057-matplotlibcpp-xlim-matplotlibcpp-h.md,"dereferences `res` via `PyTuple_GetItem(res, ...)` before checking whether the Python call failed (`src/util/matplotlibcpp.h:1305-1314`), which can segfault on error. It also leaks `args` (never `Py_DECREF(args)`), and returns a raw `new double[2]` requiring caller-managed deletion.","Apply a targeted fix at the cited location, then add a regression/unit test that exercises the failing code path and confirms the corrected behavior."
58,core,Medium,"matplotlibcpp::ylim(): same issues as `xlim()` (`src/util/matplotlibcpp.h:1322-1334`): null-check happens after dereference, `args` tuple leaked, raw heap array returned",src/util/matplotlibcpp.h,matplotlibcpp::ylim(),robustness/leak,audit/src-audit-log.md:815,audit/issues/core/058-matplotlibcpp-ylim-matplotlibcpp-h.md,"same issues as `xlim()` (`src/util/matplotlibcpp.h:1322-1334`): null-check happens after dereference, `args` tuple leaked, raw heap array returned.","Apply a targeted fix at the cited location, then add a regression/unit test that exercises the failing code path and confirms the corrected behavior."
59,core,High,"matplotlibcpp::subplot2grid(...): `PyTuple_SetItem(args, 0/1, shape/loc)` steals references, but the code then manually decrefs `shape` and `loc` (`src/util/matplotlibcpp.h:1480-1491`), causing refcount underflow / premature free / double-decref risk",src/util/matplotlibcpp.h,matplotlibcpp::subplot2grid(...),none,audit/src-audit-log.md:816,audit/issues/core/059-matplotlibcpp-subplot2grid-matplotlibcpp-h.md,"`PyTuple_SetItem(args, 0/1, shape/loc)` steals references, but the code then manually decrefs `shape` and `loc` (`src/util/matplotlibcpp.h:1480-1491`), causing refcount underflow / premature free / double-decref risk.","Apply a targeted fix at the cited location, then add a regression/unit test that exercises the failing code path and confirms the corrected behavior."
60,core,High,"matplotlibcpp::Plot: constructor stores `line = PyList_GetItem(res, 0)` (`src/util/matplotlibcpp.h:1915`) without `Py_INCREF`, but later `decref()` unconditionally `Py_DECREF(line)` (`src/util/matplotlibcpp.h:1969-1970`)",src/util/matplotlibcpp.h,matplotlibcpp::Plot,refcount ownership,audit/src-audit-log.md:818,audit/issues/core/060-matplotlibcpp-plot-matplotlibcpp-h.md,"constructor stores `line = PyList_GetItem(res, 0)` (`src/util/matplotlibcpp.h:1915`) without `Py_INCREF`, but later `decref()` unconditionally `Py_DECREF(line)` (`src/util/matplotlibcpp.h:1969-1970`). `PyList_GetItem` returns a borrowed reference, so ownership semantics are unsafe and can over-decrement.","Fix Python reference ownership: `Py_INCREF` borrowed references that are stored, and `Py_DECREF` only owned references. Audit all adjacent code paths for matching ownership semantics."
61,core,Medium,"matplotlibcpp::Plot::update(...): allocates `plot_args` (`src/util/matplotlibcpp.h:1936`) and never decrefs it before returning (`src/util/matplotlibcpp.h:1940-1943`), leaking a Python tuple on each update call",src/util/matplotlibcpp.h,matplotlibcpp::Plot::update(...),leak,audit/src-audit-log.md:819,audit/issues/core/061-matplotlibcpp-plot-update-matplotlibcpp-h.md,"allocates `plot_args` (`src/util/matplotlibcpp.h:1936`) and never decrefs it before returning (`src/util/matplotlibcpp.h:1940-1943`), leaking a Python tuple on each update call.","Apply a targeted fix at the cited location, then add a regression/unit test that exercises the failing code path and confirms the corrected behavior."
62,core,Medium,"matplotlibcpp::Plot::remove(...): obtains `remove_fct` and allocates `args` (`src/util/matplotlibcpp.h:1955-1957`) but never decrefs either object, leaking Python references",src/util/matplotlibcpp.h,matplotlibcpp::Plot::remove(...),leak,audit/src-audit-log.md:820,audit/issues/core/062-matplotlibcpp-plot-remove-matplotlibcpp-h.md,"obtains `remove_fct` and allocates `args` (`src/util/matplotlibcpp.h:1955-1957`) but never decrefs either object, leaking Python references.","Apply a targeted fix at the cited location, then add a regression/unit test that exercises the failing code path and confirms the corrected behavior."
63,core,Medium,"interpolate2d(...): boundary-degenerate branch conditions mistakenly compare coordinate `yi` (double) instead of index `iy` (int) (`src/math/Interpolate2D.hpp:58`, `src/math/Interpolate2D.hpp:63`)",src/math/Interpolate2D.hpp,interpolate2d(...),none,audit/src-audit-log.md:827,audit/issues/core/063-interpolate2d-interpolate2d-hpp.md,"boundary-degenerate branch conditions mistakenly compare coordinate `yi` (double) instead of index `iy` (int) (`src/math/Interpolate2D.hpp:58`, `src/math/Interpolate2D.hpp:63`). This misroutes edge-case interpolation logic near table boundaries.","Apply a targeted fix at the cited location, then add a regression/unit test that exercises the failing code path and confirms the corrected behavior."
64,core,Medium,error_norm(...): weighting uses `reltol * y0[i] + abstol[i]` (`src/math/ODEIntegrate.hpp:118`) instead of `reltol * abs(y0[i]) + abstol[i]` (as in standard weighted RMS norms),src/math/ODEIntegrate.hpp,error_norm(...),robustness,audit/src-audit-log.md:832,audit/issues/core/064-error-norm-odeintegrate-hpp.md,weighting uses `reltol * y0[i] + abstol[i]` (`src/math/ODEIntegrate.hpp:118`) instead of `reltol * abs(y0[i]) + abstol[i]` (as in standard weighted RMS norms). Negative state values can shrink/cancel the denominator and distort timestep control.,"Apply a targeted fix at the cited location, then add a regression/unit test that exercises the failing code path and confirms the corrected behavior."
65,core,Medium,"rk_adaptive_integrate(...): ignores the return code of the initial `rhs(t0, y0, ydot0)` call used for timestep estimation (`src/math/ODEIntegrate.hpp:137`), so an RHS failure can leave `ydot0` invalid and contaminate `dt_guess` / subsequent integration control",src/math/ODEIntegrate.hpp,rk_adaptive_integrate(...),robustness,audit/src-audit-log.md:833,audit/issues/core/065-rk-adaptive-integrate-odeintegrate-hpp.md,"ignores the return code of the initial `rhs(t0, y0, ydot0)` call used for timestep estimation (`src/math/ODEIntegrate.hpp:137`), so an RHS failure can leave `ydot0` invalid and contaminate `dt_guess` / subsequent integration control.","Apply a targeted fix at the cited location, then add a regression/unit test that exercises the failing code path and confirms the corrected behavior."
66,core,Medium,quokka::PeHeatingFromSfh(...): divides by `sf_area_kpc2` without validating it is positive/non-zero (`src/cooling/PhotoelectricHeating.hpp:77`),src/cooling/PhotoelectricHeating.hpp,quokka::PeHeatingFromSfh(...),robustness,audit/src-audit-log.md:857,audit/issues/core/066-quokka-peheatingfromsfh-photoelectricheating-hpp.md,divides by `sf_area_kpc2` without validating it is positive/non-zero (`src/cooling/PhotoelectricHeating.hpp:77`). A zero area configuration will produce `inf`/`nan` heating rates.,"Add explicit runtime guards for zero/non-finite/invalid inputs before the division or square-root path, and choose a deterministic fallback (early return, clamp, or hard abort) consistent with surrounding code."
67,core,Medium,quokka::ResampledCooling::resampled_cooling_function(...): computes `eint = Eint / rho` and `fastlg(rho/eint)` without guarding `rho > 0` and `eint > 0` (`src/cooling/ResampledCooling.hpp:69-70`),src/cooling/ResampledCooling.hpp,quokka::ResampledCooling::resampled_cooling_function(...),robustness,audit/src-audit-log.md:863,audit/issues/core/067-quokka-resampledcooling-resampled-cooling-function-resampledcooling.md,computes `eint = Eint / rho` and `fastlg(rho/eint)` without guarding `rho > 0` and `eint > 0` (`src/cooling/ResampledCooling.hpp:69-70`). Invalid states can produce divide-by-zero/NaNs and invalid table lookups.,"Add explicit runtime guards for zero/non-finite/invalid inputs before the division or square-root path, and choose a deterministic fallback (early return, clamp, or hard abort) consistent with surrounding code."
68,core,Medium,quokka::chemistry::computeChemistry<problem_t>(...): the kernel divides species partial densities by `rho` (`src/chemistry/Chemistry.hpp:59-62`) and computes derived fractions (`src/chemistry/Chemistry.hpp:70-72`) before the low-density early-return guard (`src/chemistry/Chemistry.hpp:75-78`),src/chemistry/Chemistry.hpp,quokka::chemistry::computeChemistry<problem_t>(...),robustness,audit/src-audit-log.md:884,audit/issues/core/068-quokka-chemistry-computechemistry-problem-t-chemistry-hpp.md,"the kernel divides species partial densities by `rho` (`src/chemistry/Chemistry.hpp:59-62`) and computes derived fractions (`src/chemistry/Chemistry.hpp:70-72`) before the low-density early-return guard (`src/chemistry/Chemistry.hpp:75-78`). If `rho <= 0` (or extremely small), this can generate invalid values before the intended density cutoff check.","Apply a targeted fix at the cited location, then add a regression/unit test that exercises the failing code path and confirms the corrected behavior."
69,problems,Medium,problem_main(): reference comparison computes `rel_error = err_norm / sol_norm` without guarding `sol_norm == 0` (`src/problems/ResampledCoolingTest/testResampledCoolingTest.cpp:221-228`),src/problems/ResampledCoolingTest/testResampledCoolingTest.cpp,problem_main(),robustness,audit/src-audit-log.md:901,audit/issues/problems/069-problem-main-testresampledcoolingtest-cpp.md,reference comparison computes `rel_error = err_norm / sol_norm` without guarding `sol_norm == 0` (`src/problems/ResampledCoolingTest/testResampledCoolingTest.cpp:221-228`). A degenerate/zero reference dataset would produce `inf`/`nan`.,"Add explicit runtime guards for zero/non-finite/invalid inputs before the division or square-root path, and choose a deterministic fallback (early return, clamp, or hard abort) consistent with surrounding code."
70,problems,Medium,"QuokkaSimulation<PrimordialChemTest>::setInitialConditionsOnGrid(...): if configured species number densities sum to zero, `rhotot` remains zero and normalization divides by `rhotot` (`src/problems/PrimordialChem/testPrimordialChem.cpp:197-211`), producing invalid initial mass fractions/number densities before EOS call",src/problems/PrimordialChem/testPrimordialChem.cpp,QuokkaSimulation<PrimordialChemTest>::setInitialConditionsOnGrid(...),robustness,audit/src-audit-log.md:908,audit/issues/problems/070-quokkasimulation-primordialchemtest-setinitialconditionsongrid-testp.md,"if configured species number densities sum to zero, `rhotot` remains zero and normalization divides by `rhotot` (`src/problems/PrimordialChem/testPrimordialChem.cpp:197-211`), producing invalid initial mass fractions/number densities before EOS call.","Apply a targeted fix at the cited location, then add a regression/unit test that exercises the failing code path and confirms the corrected behavior."
71,problems,Medium,"AMRSimulation<ShocktubeProblem>::setCustomBoundaryConditions(...): species-2 partial density at both boundaries is computed without multiplying the full mass fraction by density (`src/problems/HydroShocktubeCMA/testHydroShocktubeCMA.cpp:155`, `src/problems/HydroShocktubeCMA/testHydroShocktubeCMA.cpp:172`)",src/problems/HydroShocktubeCMA/testHydroShocktubeCMA.cpp,AMRSimulation<ShocktubeProblem>::setCustomBoundaryConditions(...),none,audit/src-audit-log.md:934,audit/issues/problems/071-amrsimulation-shocktubeproblem-setcustomboundaryconditions-testhydro.md,"species-2 partial density at both boundaries is computed without multiplying the full mass fraction by density (`src/problems/HydroShocktubeCMA/testHydroShocktubeCMA.cpp:155`, `src/problems/HydroShocktubeCMA/testHydroShocktubeCMA.cpp:172`). The expression effectively applies `*rho` only to the sinusoidal term, yielding incorrect (and for the right boundary, dramatically too large) scalar partial density.","Apply a targeted fix at the cited location, then add a regression/unit test that exercises the failing code path and confirms the corrected behavior."
72,problems,High,"QuokkaSimulation<ContactProblem>::computeReferenceSolution(...): in the optional plotting block, vectors are pre-sized to `nx` and then appended with `push_back` inside the loop (`src/problems/HydroContact/testHydroContact.cpp:140-146`, `src/problems/HydroContact/testHydroContact.cpp:150`, `src/problems/HydroContact/testHydroContact.cpp:159-173`)",src/problems/HydroContact/testHydroContact.cpp,QuokkaSimulation<ContactProblem>::computeReferenceSolution(...),plotting-only,audit/src-audit-log.md:943,audit/issues/problems/072-quokkasimulation-contactproblem-computereferencesolution-testhydroco.md,"in the optional plotting block, vectors are pre-sized to `nx` and then appended with `push_back` inside the loop (`src/problems/HydroContact/testHydroContact.cpp:140-146`, `src/problems/HydroContact/testHydroContact.cpp:150`, `src/problems/HydroContact/testHydroContact.cpp:159-173`). This doubles vector lengths and prepends default-initialized zeros, corrupting plotted data (test numerics unaffected).","Apply a targeted fix at the cited location, then add a regression/unit test that exercises the failing code path and confirms the corrected behavior."
73,problems,Medium,"QuokkaSimulation<BlastProblem>::setInitialConditionsOnGrid(...): initializes `energy_index` but never initializes `internalEnergy_index` (`src/problems/HydroBlast2D/testHydroBlast2D.cpp:92-103`), and this routine does not zero-fill all components first",src/problems/HydroBlast2D/testHydroBlast2D.cpp,QuokkaSimulation<BlastProblem>::setInitialConditionsOnGrid(...),none,audit/src-audit-log.md:973,audit/issues/problems/073-quokkasimulation-blastproblem-setinitialconditionsongrid-testhydrobl.md,"initializes `energy_index` but never initializes `internalEnergy_index` (`src/problems/HydroBlast2D/testHydroBlast2D.cpp:92-103`), and this routine does not zero-fill all components first. The dual-energy variable can remain garbage/undefined at startup.","Apply a targeted fix at the cited location, then add a regression/unit test that exercises the failing code path and confirms the corrected behavior."
